date,district,actual_m3
2024-06-29,Правый берег,250.162000
2024-06-29,Слюдянский район,26.010762
2024-06-29,Тулунский район,45.766072
2024-06-29,Усольский район,86.397710
2024-06-29,Усть-Удинский район,3.859114
2024-06-29,Черемховский район,46.303903
2024-06-29,Шелеховский район,53.680669
2024-06-29,Эхирит-Булагатский район,11.702923
2024-06-30,Аларский район,6.377754
2024-06-30,Ангарский ГО,101.216082
2024-06-30,Бодайбинский район,8.624350
2024-06-30,Боханский район,12.350538
2024-06-30,Заларинский район,1.338902
2024-06-30,Зиминский район,27.710121
2024-06-30,Иркутский район,191.648806
2024-06-30,Казачинско-Ленский район,13.755188
2024-06-30,Качугский район,6.574094
2024-06-30,Куйтунский район,9.159619
2024-06-30,Левый берег,301.634637
2024-06-30,МО Саянск,24.467995
2024-06-30,Ольхонский район,15.827748
2024-06-30,Осинский район,4.834794
2024-06-30,Правый берег,234.860065
2024-06-30,Слюдянский район,24.918987
2024-06-30,Тулунский район,41.003358
2024-06-30,Усольский район,78.893057
2024-06-30,Черемховский район,36.355523
2024-06-30,Шелеховский район,63.877200
2024-06-30,Эхирит-Булагатский район,9.325013
2024-07-01,Аларский район,11.856941
2024-07-01,Ангарский ГО,195.912550
2024-07-01,Балаганский район,4.846465
2024-07-01,Баяндаевский район,13.309571
2024-07-01,Бодайбинский район,9.572959
2024-07-01,Боханский район,7.767191
2024-07-01,Жигаловский район,7.526245
2024-07-01,Заларинский район,10.507286
2024-07-01,Зиминский район,37.436287
2024-07-01,Иркутский район,213.592347
2024-07-01,Казачинско-Ленский район,12.503407
2024-07-01,Качугский район,5.908960
2024-07-01,Куйтунский район,6.214581
2024-07-01,Левый берег,376.120702
2024-07-01,МО Саянск,34.301185
2024-07-01,Нукутский район,5.382243
2024-07-01,Ольхонский район,5.834284
2024-07-01,Осинский район,11.322896
2024-07-01,Правый берег,302.089328
2024-07-01,Слюдянский район,41.168476
2024-07-01,Тулунский район,53.837619
2024-07-01,Усольский район,111.191528
2024-07-01,Усть-Удинский район,7.093519
2024-07-01,Черемховский район,47.316111
2024-07-01,Шелеховский район,70.461486
2024-07-01,Эхирит-Булагатский район,17.674343
2024-07-02,Аларский район,16.272822
2024-07-02,Ангарский ГО,186.896365
2024-07-02,Баяндаевский район,11.234668
2024-07-02,Бодайбинский район,13.534224
2024-07-02,Боханский район,5.890279
2024-07-02,Жигаловский район,3.664399
2024-07-02,Заларинский район,11.773978
2024-07-02,Зиминский район,42.423867
2024-07-02,Иркутский район,202.012849
2024-07-02,Казачинско-Ленский район,15.302673
2024-07-02,Качугский район,2.254968
2024-07-02,Куйтунский район,7.487793
2024-07-02,Левый берег,353.636248
2024-07-02,МО Саянск,23.480835
2024-07-02,Нукутский район,9.877782
2024-07-02,Ольхонский район,17.140108
2024-07-02,Осинский район,14.312987
2024-07-02,Правый берег,283.408397
2024-07-02,Слюдянский район,32.581627
2024-07-02,Тулунский район,50.826282
2024-07-02,Усольский район,103.196748
2024-07-02,Усть-Удинский район,6.514921
2024-07-02,Черемховский район,45.404689
2024-07-02,Шелеховский район,62.471437
2024-07-02,Эхирит-Булагатский район,16.070769
2024-07-03,Аларский район,4.496994
2024-07-03,Ангарский ГО,166.718422
2024-07-03,Балаганский район,3.574102
2024-07-03,Баяндаевский район,13.855604
2024-07-03,Бодайбинский район,8.148471
2024-07-03,Боханский район,5.969082
2024-07-03,Жигаловский район,3.208040
2024-07-03,Заларинский район,14.175016
2024-07-03,Зиминский район,34.317752
2024-07-03,Иркутский район,193.284008
2024-07-03,Казачинско-Ленский район,14.202073
2024-07-03,Качугский район,10.729211
2024-07-03,Куйтунский район,7.236636
2024-07-03,Левый берег,381.577201
2024-07-03,МО Саянск,35.156759
2024-07-03,Нукутский район,5.918531
2024-07-03,Ольхонский район,9.199346
2024-07-03,Осинский район,15.361322
2024-07-03,Правый берег,288.168584
2024-07-03,Слюдянский район,37.408819
2024-07-03,Тулунский район,53.757259
2024-07-03,Усольский район,100.561594
2024-07-03,Усть-Удинский район,2.314070
2024-07-03,Черемховский район,75.579163
2024-07-03,Шелеховский район,74.700002
2024-07-03,Эхирит-Булагатский район,19.898533
2024-07-04,Аларский район,7.618961
2024-07-04,Ангарский ГО,163.935234
2024-07-04,Балаганский район,5.207517
2024-07-04,Баяндаевский район,14.031601
2024-07-04,Бодайбинский район,11.254839
2024-07-04,Боханский район,8.624040
2024-07-04,Жигаловский район,2.799632
2024-07-04,Заларинский район,12.421243
2024-07-04,Зиминский район,34.369553
2024-07-04,Иркутский район,181.877992
2024-07-04,Казачинско-Ленский район,13.555991
2024-07-04,Качугский район,3.874588
2024-07-04,Куйтунский район,15.633761
2024-07-04,Левый берег,342.560131
2024-07-04,МО Саянск,23.708708
2024-07-04,Нукутский район,3.729198
2024-07-04,Ольхонский район,3.178033
2024-07-04,Осинский район,13.607494
2024-07-04,Правый берег,281.932625
2024-07-04,Слюдянский район,33.433194
2024-07-04,Тулунский район,49.334414
2024-07-04,Усольский район,101.961325
2024-07-04,Черемховский район,61.404721
2024-07-04,Шелеховский район,53.126500
2024-07-04,Эхирит-Булагатский район,20.314770
2024-07-05,Аларский район,10.368002
2024-07-05,Ангарский ГО,202.680778
2024-07-05,Баяндаевский район,3.332757
2024-07-05,Бодайбинский район,11.734033
2024-07-05,Боханский район,5.323307
2024-07-05,Жигаловский район,4.085029
2024-07-05,Заларинский район,5.358815
2024-07-05,Зиминский район,34.283834
2024-07-05,Иркутский район,217.651897
2024-07-05,Казачинско-Ленский район,12.005059
2024-07-05,Качугский район,8.650906
2024-07-05,Куйтунский район,6.431168
2024-07-05,Левый берег,372.911540
2024-07-05,МО Саянск,34.289312
2024-07-05,Нукутский район,11.205748
2024-07-05,Ольхонский район,8.439031
2024-07-05,Осинский район,9.827080
2024-07-05,Правый берег,308.057721
2024-07-05,Слюдянский район,37.500393
2024-07-05,Тулунский район,62.796869
2024-07-05,Усольский район,108.928699
2024-07-05,Усть-Удинский район,2.151146
2024-07-05,Черемховский район,63.290262
2024-07-05,Шелеховский район,57.461901
2024-07-05,Эхирит-Булагатский район,19.620980
2024-07-06,Аларский район,11.127814
2024-07-06,Ангарский ГО,109.296018
2024-07-06,Балаганский район,4.493762
2024-07-06,Баяндаевский район,3.599917
2024-07-06,Бодайбинский район,12.200121
2024-07-06,Боханский район,4.708009
2024-07-06,Заларинский район,7.456843
2024-07-06,Зиминский район,47.710658
2024-07-06,Иркутский район,179.611723
2024-07-06,Казачинско-Ленский район,14.484314
2024-07-06,Куйтунский район,6.191043
2024-07-06,Левый берег,334.869128
2024-07-06,МО Саянск,23.206865
2024-07-06,Ольхонский район,17.169004
2024-07-06,Осинский район,9.305292
2024-07-06,Правый берег,252.660863
2024-07-06,Слюдянский район,32.597361
2024-07-06,Тулунский район,51.110180
2024-07-06,Усольский район,92.775249
2024-07-06,Усть-Удинский район,6.517913
2024-07-06,Черемховский район,43.993238
2024-07-06,Шелеховский район,61.660978
2024-07-06,Эхирит-Булагатский район,16.833144
2024-07-07,Аларский район,1.091093
2024-07-07,Ангарский ГО,125.391462
2024-07-07,Бодайбинский район,9.475483
2024-07-07,Боханский район,13.534344
2024-07-07,Заларинский район,2.535730
2024-07-07,Зиминский район,27.703140
2024-07-07,Иркутский район,192.919388
2024-07-07,Казачинско-Ленский район,15.504449
2024-07-07,Качугский район,6.287719
2024-07-07,Куйтунский район,8.920527
2024-07-07,Левый берег,324.673586
2024-07-07,МО Саянск,23.514720
2024-07-07,Ольхонский район,18.319829
2024-07-07,Осинский район,5.463399
2024-07-07,Правый берег,246.754638
2024-07-07,Слюдянский район,31.600296
2024-07-07,Тулунский район,46.625863
2024-07-07,Усольский район,94.421919
2024-07-07,Черемховский район,40.930761
2024-07-07,Шелеховский район,74.896683
2024-07-07,Эхирит-Булагатский район,10.666445
2024-07-08,Аларский район,6.651800
2024-07-08,Ангарский ГО,196.788937
2024-07-08,Балаганский район,4.671119
2024-07-08,Баяндаевский район,8.543563
2024-07-08,Бодайбинский район,10.390462
2024-07-08,Боханский район,6.126708
2024-07-08,Жигаловский район,7.468093
2024-07-08,Заларинский район,11.298413
2024-07-08,Зиминский район,39.326756
2024-07-08,Иркутский район,211.704380
2024-07-08,Казачинско-Ленский район,10.959749
2024-07-08,Качугский район,4.644632
2024-07-08,Куйтунский район,9.762186
2024-07-08,Левый берег,392.582506
2024-07-08,МО Саянск,30.374981
2024-07-08,Нукутский район,8.226222
2024-07-08,Ольхонский район,21.556351
2024-07-08,Осинский район,14.367806
2024-07-08,Правый берег,300.177693
2024-07-08,Слюдянский район,34.927243
2024-07-08,Тулунский район,48.039149
2024-07-08,Усольский район,118.343306
2024-07-08,Усть-Удинский район,3.445691
2024-07-08,Черемховский район,50.340936
2024-07-08,Шелеховский район,71.605940
2024-07-08,Эхирит-Булагатский район,16.894891
2024-07-09,Аларский район,26.239446
2024-07-09,Ангарский ГО,182.288457
2024-07-09,Баяндаевский район,8.203418
2024-07-09,Бодайбинский район,12.194711
2024-07-09,Боханский район,5.890453
2024-07-09,Жигаловский район,4.051693
2024-07-09,Заларинский район,13.667288
2024-07-09,Зиминский район,42.238249
2024-07-09,Иркутский район,217.173450
2024-07-09,Казачинско-Ленский район,14.625752
2024-07-09,Куйтунский район,9.264810
2024-07-09,Левый берег,368.876407
2024-07-09,МО Саянск,23.882518
2024-07-09,Нукутский район,3.596445
2024-07-09,Ольхонский район,19.729697
2024-07-09,Осинский район,8.611158
2024-07-09,Правый берег,280.113872
2024-07-09,Слюдянский район,29.170708
2024-07-09,Тулунский район,45.769806
2024-07-09,Усольский район,112.892939
2024-07-09,Усть-Удинский район,4.398691
2024-07-09,Черемховский район,49.495047
2024-07-09,Шелеховский район,67.138015
2024-07-09,Эхирит-Булагатский район,21.919194
2024-07-10,Аларский район,8.666541
2024-07-10,Ангарский ГО,165.926600
2024-07-10,Баяндаевский район,0.933146
2024-07-10,Бодайбинский район,9.661514
2024-07-10,Боханский район,4.777944
2024-07-10,Жигаловский район,4.035416
2024-07-10,Заларинский район,15.176270
2024-07-10,Зиминский район,37.843905
2024-07-10,Иркутский район,198.697716
2024-07-10,Казачинско-Ленский район,15.323662
2024-07-10,Качугский район,10.806040
2024-07-10,Куйтунский район,8.917278
2024-07-10,Левый берег,368.260429
2024-07-10,МО Саянск,35.544857
2024-07-10,Нукутский район,10.085571
2024-07-10,Ольхонский район,21.509420
2024-07-10,Осинский район,16.295255
2024-07-10,Правый берег,299.557945
2024-07-10,Слюдянский район,36.800235
2024-07-10,Тулунский район,42.549337
2024-07-10,Усольский район,107.089761
2024-07-10,Усть-Удинский район,2.950157
2024-07-10,Черемховский район,74.956473
2024-07-10,Шелеховский район,60.270680
2024-07-10,Эхирит-Булагатский район,21.116810
2024-07-11,Аларский район,11.778189
2024-07-11,Ангарский ГО,182.491951
2024-07-11,Балаганский район,3.636653
2024-07-11,Баяндаевский район,4.979480
2024-07-11,Бодайбинский район,13.481378
2024-07-11,Боханский район,8.497104
2024-07-11,Жигаловский район,2.858953
2024-07-11,Заларинский район,12.369422
2024-07-11,Зиминский район,37.128961
2024-07-11,Иркутский район,174.370460
2024-07-11,Казачинско-Ленский район,11.931959
2024-07-11,Качугский район,4.650206
2024-07-11,Куйтунский район,8.889237
2024-07-11,Левый берег,357.121165
2024-07-11,МО Саянск,23.380059
2024-07-11,Нукутский район,4.977330
2024-07-11,Ольхонский район,22.379979
2024-07-11,Осинский район,11.224739
2024-07-11,Правый берег,273.105729
2024-07-11,Слюдянский район,27.812159
2024-07-11,Тулунский район,55.495642
2024-07-11,Усольский район,100.694480
2024-07-11,Усть-Удинский район,3.367450
2024-07-11,Черемховский район,66.615718
2024-07-11,Шелеховский район,56.255077
2024-07-11,Эхирит-Булагатский район,18.030064
2024-07-12,Аларский район,3.008754
2024-07-12,Ангарский ГО,205.884881
2024-07-12,Балаганский район,4.048661
2024-07-12,Баяндаевский район,5.201751
2024-07-12,Бодайбинский район,9.738421
2024-07-12,Боханский район,7.931565
2024-07-12,Жигаловский район,4.243903
2024-07-12,Заларинский район,7.656471
2024-07-12,Зиминский район,32.854612
2024-07-12,Иркутский район,221.228612
2024-07-12,Казачинско-Ленский район,10.339578
2024-07-12,Качугский район,8.607104
2024-07-12,Куйтунский район,4.849855
2024-07-12,Левый берег,375.127097
2024-07-12,МО Саянск,31.867362
2024-07-12,Нукутский район,11.191374
2024-07-12,Ольхонский район,14.774318
2024-07-12,Осинский район,15.822401
2024-07-12,Правый берег,298.050539
2024-07-12,Слюдянский район,33.875464
2024-07-12,Тулунский район,62.078979
2024-07-12,Усольский район,107.985027
2024-07-12,Черемховский район,53.055439
2024-07-12,Шелеховский район,71.184748
2024-07-12,Эхирит-Булагатский район,16.911820
2024-07-13,Аларский район,11.000424
2024-07-13,Ангарский ГО,122.637258
2024-07-13,Баяндаевский район,3.074490
2024-07-13,Бодайбинский район,10.427889
2024-07-13,Боханский район,3.583754
2024-07-13,Заларинский район,6.827983
2024-07-13,Зиминский район,40.676578
2024-07-13,Иркутский район,173.570028
2024-07-13,Казачинско-Ленский район,13.111898
2024-07-13,Куйтунский район,5.744849
2024-07-13,Левый берег,321.006404
2024-07-13,МО Саянск,23.401472
2024-07-13,Ольхонский район,18.628960
2024-07-13,Осинский район,7.208670
2024-07-13,Правый берег,248.664967
2024-07-13,Слюдянский район,32.219534
2024-07-13,Тулунский район,47.463941
2024-07-13,Усольский район,86.662621
2024-07-13,Усть-Удинский район,6.071147
2024-07-13,Черемховский район,52.254569
2024-07-13,Шелеховский район,57.245733
2024-07-13,Эхирит-Булагатский район,10.809944
2024-07-14,Аларский район,14.302188
2024-07-14,Ангарский ГО,100.195380
2024-07-14,Бодайбинский район,8.272649
2024-07-14,Боханский район,13.475189
2024-07-14,Заларинский район,6.317435
2024-07-14,Зиминский район,29.574201
2024-07-14,Иркутский район,205.653046
2024-07-14,Казачинско-Ленский район,14.658521
2024-07-14,Качугский район,6.287012
2024-07-14,Куйтунский район,13.629240
2024-07-14,Левый берег,321.839711
2024-07-14,МО Саянск,25.128041
2024-07-14,Ольхонский район,27.628344
2024-07-14,Осинский район,4.671533
2024-07-14,Правый берег,248.507321
2024-07-14,Слюдянский район,27.182794
2024-07-14,Тулунский район,46.267020
2024-07-14,Усольский район,92.891059
2024-07-14,Черемховский район,37.711280
2024-07-14,Шелеховский район,78.880952
2024-07-14,Эхирит-Булагатский район,8.882319
2024-07-15,Аларский район,14.373721
2024-07-15,Ангарский ГО,202.531483
2024-07-15,Балаганский район,4.856516
2024-07-15,Баяндаевский район,9.450533
2024-07-15,Бодайбинский район,12.697807
2024-07-15,Боханский район,5.813661
2024-07-15,Жигаловский район,7.230035
2024-07-15,Заларинский район,10.330466
2024-07-15,Зиминский район,38.574775
2024-07-15,Иркутский район,226.715397
2024-07-15,Казачинско-Ленский район,8.323456
2024-07-15,Качугский район,5.674423
2024-07-15,Куйтунский район,8.350069
2024-07-15,Левый берег,387.032903
2024-07-15,МО Саянск,31.169923
2024-07-15,Нукутский район,4.011140
2024-07-15,Ольхонский район,16.216485
2024-07-15,Осинский район,15.776139
2024-07-15,Правый берег,305.889902
2024-07-15,Слюдянский район,39.134119
2024-07-15,Тулунский район,52.606430
2024-07-15,Усольский район,121.541227
2024-07-15,Усть-Удинский район,4.081045
2024-07-15,Черемховский район,37.528642
2024-07-15,Шелеховский район,69.008908
2024-07-15,Эхирит-Булагатский район,13.241647
2024-07-16,Аларский район,18.496461
2024-07-16,Ангарский ГО,193.515737
2024-07-16,Балаганский район,4.345140
2024-07-16,Баяндаевский район,8.007672
2024-07-16,Бодайбинский район,12.816252
2024-07-16,Боханский район,6.231586
2024-07-16,Жигаловский район,3.067133
2024-07-16,Заларинский район,13.047293
2024-07-16,Зиминский район,45.880005
2024-07-16,Иркутский район,207.701316
2024-07-16,Казачинско-Ленский район,14.326139
2024-07-16,Качугский район,2.109983
2024-07-16,Куйтунский район,7.974374
2024-07-16,Левый берег,351.166253
2024-07-16,МО Саянск,23.553196
2024-07-16,Нукутский район,7.774143
2024-07-16,Ольхонский район,21.816463
2024-07-16,Осинский район,8.786656
2024-07-16,Правый берег,274.173518
2024-07-16,Слюдянский район,34.354056
2024-07-16,Тулунский район,51.406691
2024-07-16,Усольский район,108.895470
2024-07-16,Усть-Удинский район,4.158326
2024-07-16,Черемховский район,52.879158
2024-07-16,Шелеховский район,72.408709
2024-07-16,Эхирит-Булагатский район,12.574067
2024-07-17,Аларский район,8.140390
2024-07-17,Ангарский ГО,165.970447
2024-07-17,Балаганский район,3.349328
2024-07-17,Баяндаевский район,11.294136
2024-07-17,Бодайбинский район,9.612234
2024-07-17,Боханский район,4.617456
2024-07-17,Жигаловский район,3.365118
2024-07-17,Заларинский район,15.381483
2024-07-17,Зиминский район,37.629011
2024-07-17,Иркутский район,206.350379
2024-07-17,Казачинско-Ленский район,13.961873
2024-07-17,Качугский район,10.992316
2024-07-17,Куйтунский район,8.822275
2024-07-17,Левый берег,371.172631
2024-07-17,МО Саянск,33.288724
2024-07-17,Нукутский район,13.087108
2024-07-17,Ольхонский район,30.105287
2024-07-17,Осинский район,15.947049
2024-07-17,Правый берег,289.523875
2024-07-17,Слюдянский район,41.431919
2024-07-17,Тулунский район,51.480356
2024-07-17,Усольский район,117.072308
2024-07-17,Усть-Удинский район,6.017302
2024-07-17,Черемховский район,65.468196
2024-07-17,Шелеховский район,64.540969
2024-07-17,Эхирит-Булагатский район,11.464097
2024-07-18,Аларский район,13.766839
2024-07-18,Ангарский ГО,180.283536
2024-07-18,Балаганский район,3.695255
2024-07-18,Баяндаевский район,14.620606
2024-07-18,Бодайбинский район,11.158179
2024-07-18,Боханский район,8.450677
2024-07-18,Жигаловский район,3.353257
2024-07-18,Заларинский район,10.497117
2024-07-18,Зиминский район,39.401653
2024-07-18,Иркутский район,191.217429
2024-07-18,Казачинско-Ленский район,13.787127
2024-07-18,Качугский район,3.495115
2024-07-18,Куйтунский район,13.889951
2024-07-18,Левый берег,350.654724
2024-07-18,МО Саянск,24.099098
2024-07-18,Ольхонский район,29.729119
2024-07-18,Осинский район,14.967509
2024-07-18,Правый берег,270.188443
2024-07-18,Слюдянский район,35.193383
2024-07-18,Тулунский район,50.406788
2024-07-18,Усольский район,101.478497
2024-07-18,Усть-Удинский район,3.123093
2024-07-18,Черемховский район,62.868846
2024-07-18,Шелеховский район,57.682971
2024-07-18,Эхирит-Булагатский район,18.322999
2024-07-19,Аларский район,11.962624
2024-07-19,Ангарский ГО,206.705061
2024-07-19,Балаганский район,4.275649
2024-07-19,Баяндаевский район,11.006256
2024-07-19,Бодайбинский район,9.581062
2024-07-19,Боханский район,8.649351
2024-07-19,Жигаловский район,4.087251
2024-07-19,Заларинский район,9.941301
2024-07-19,Зиминский район,33.465080
2024-07-19,Иркутский район,216.580736
2024-07-19,Казачинско-Ленский район,10.787101
2024-07-19,Качугский район,9.656504
2024-07-19,Куйтунский район,13.882557
2024-07-19,Левый берег,362.458501
2024-07-19,МО Саянск,35.594892
2024-07-19,Нукутский район,11.270394
2024-07-19,Ольхонский район,20.803476
2024-07-19,Осинский район,16.902856
2024-07-19,Правый берег,305.155110
2024-07-19,Слюдянский район,40.922271
2024-07-19,Тулунский район,50.082303
2024-07-19,Усольский район,119.314284
2024-07-19,Черемховский район,62.867695
2024-07-19,Шелеховский район,65.320972
2024-07-19,Эхирит-Булагатский район,14.272440
2024-07-20,Аларский район,5.619683
2024-07-20,Ангарский ГО,104.327635
2024-07-20,Баяндаевский район,10.356188
2024-07-20,Бодайбинский район,12.274025
2024-07-20,Боханский район,4.700201
2024-07-20,Заларинский район,6.952139
2024-07-20,Зиминский район,47.235692
2024-07-20,Иркутский район,187.937132
2024-07-20,Казачинско-Ленский район,13.865090
2024-07-20,Куйтунский район,7.243356
2024-07-20,Левый берег,334.969919
2024-07-20,МО Саянск,25.650000
2024-07-20,Ольхонский район,26.593568
2024-07-20,Осинский район,12.468830
2024-07-20,Правый берег,261.864475
2024-07-20,Слюдянский район,36.970306
2024-07-20,Тулунский район,49.002745
2024-07-20,Усольский район,95.235870
2024-07-20,Усть-Удинский район,6.301082
2024-07-20,Черемховский район,51.571053
2024-07-20,Шелеховский район,68.963353
2024-07-20,Эхирит-Булагатский район,14.153298
2024-07-21,Аларский район,7.090711
2024-07-21,Ангарский ГО,100.231341
2024-07-21,Бодайбинский район,9.790543
2024-07-21,Боханский район,12.979129
2024-07-21,Заларинский район,6.553617
2024-07-21,Зиминский район,29.926594
2024-07-21,Иркутский район,176.754664
2024-07-21,Казачинско-Ленский район,15.293249
2024-07-21,Качугский район,6.685996
2024-07-21,Куйтунский район,12.266943
2024-07-21,Левый берег,310.017636
2024-07-21,МО Саянск,21.841885
2024-07-21,Ольхонский район,24.263839
2024-07-21,Осинский район,4.894466
2024-07-21,Правый берег,248.665815
2024-07-21,Слюдянский район,27.272195
2024-07-21,Тулунский район,41.918428
2024-07-21,Усольский район,91.446618
2024-07-21,Усть-Удинский район,1.836348
2024-07-21,Черемховский район,39.256614
2024-07-21,Шелеховский район,59.829041
2024-07-21,Эхирит-Булагатский район,12.775988
2024-07-22,Аларский район,4.078091
2024-07-22,Ангарский ГО,194.344774
2024-07-22,Балаганский район,4.175233
2024-07-22,Баяндаевский район,13.571206
2024-07-22,Бодайбинский район,11.853423
2024-07-22,Боханский район,6.151932
2024-07-22,Жигаловский район,7.133821
2024-07-22,Заларинский район,9.381663
2024-07-22,Зиминский район,33.625491
2024-07-22,Иркутский район,206.889977
2024-07-22,Казачинско-Ленский район,9.807899
2024-07-22,Качугский район,5.328827
2024-07-22,Куйтунский район,6.761162
2024-07-22,Левый берег,381.694623
2024-07-22,МО Саянск,31.667896
2024-07-22,Ольхонский район,30.671622
2024-07-22,Осинский район,12.768840
2024-07-22,Правый берег,289.748396
2024-07-22,Слюдянский район,36.830898
2024-07-22,Тулунский район,49.183247
2024-07-22,Усольский район,105.897116
2024-07-22,Усть-Удинский район,2.696081
2024-07-22,Черемховский район,42.457730
2024-07-22,Шелеховский район,64.790618
2024-07-22,Эхирит-Булагатский район,10.852662
2024-07-23,Аларский район,19.743473
2024-07-23,Ангарский ГО,182.888874
2024-07-23,Баяндаевский район,13.900076
2024-07-23,Бодайбинский район,9.240648
2024-07-23,Боханский район,4.374415
2024-07-23,Жигаловский район,3.719711
2024-07-23,Заларинский район,12.211213
2024-07-23,Зиминский район,42.685994
2024-07-23,Иркутский район,175.934262
2024-07-23,Казачинско-Ленский район,14.906868
2024-07-23,Куйтунский район,6.130733
2024-07-23,Левый берег,325.578028
2024-07-23,МО Саянск,23.457979
2024-07-23,Нукутский район,7.018347
2024-07-23,Ольхонский район,18.504125
2024-07-23,Осинский район,7.679869
2024-07-23,Правый берег,273.076784
2024-07-23,Слюдянский район,34.168029
2024-07-23,Тулунский район,36.711104
2024-07-23,Усольский район,106.978897
2024-07-23,Усть-Удинский район,7.948461
2024-07-23,Черемховский район,44.049958
2024-07-23,Шелеховский район,63.864315
2024-07-23,Эхирит-Булагатский район,11.881221
2024-07-24,Аларский район,7.917881
2024-07-24,Ангарский ГО,166.166965
2024-07-24,Балаганский район,3.689918
2024-07-24,Баяндаевский район,8.460102
2024-07-24,Бодайбинский район,10.180822
2024-07-24,Боханский район,4.950598
2024-07-24,Жигаловский район,3.419404
2024-07-24,Заларинский район,13.776949
2024-07-24,Зиминский район,34.086102
2024-07-24,Иркутский район,204.755170
2024-07-24,Казачинско-Ленский район,15.015927
2024-07-24,Качугский район,9.434259
2024-07-24,Куйтунский район,4.564517
2024-07-24,Левый берег,363.427909
2024-07-24,МО Саянск,34.426438
2024-07-24,Нукутский район,7.648869
2024-07-24,Ольхонский район,24.599869
2024-07-24,Осинский район,11.537196
2024-07-24,Правый берег,292.785088
2024-07-24,Слюдянский район,46.213341
2024-07-24,Тулунский район,51.169241
2024-07-24,Усольский район,109.072805
2024-07-24,Усть-Удинский район,1.855739
2024-07-24,Черемховский район,65.003691
2024-07-24,Шелеховский район,67.490488
2024-07-24,Эхирит-Булагатский район,10.335158
2024-07-25,Аларский район,9.376149
2024-07-25,Ангарский ГО,185.278578
2024-07-25,Баяндаевский район,13.615783
2024-07-25,Бодайбинский район,12.018425
2024-07-25,Боханский район,8.951423
2024-07-25,Жигаловский район,3.008278
2024-07-25,Заларинский район,11.581469
2024-07-25,Зиминский район,33.046583
2024-07-25,Иркутский район,186.742419
2024-07-25,Казачинско-Ленский район,12.614514
2024-07-25,Качугский район,3.345107
2024-07-25,Куйтунский район,13.467339
2024-07-25,Левый берег,349.267425
2024-07-25,МО Саянск,25.754312
2024-07-25,Ольхонский район,23.298447
2024-07-25,Осинский район,11.458233
2024-07-25,Правый берег,278.260712
2024-07-25,Слюдянский район,43.871319
2024-07-25,Тулунский район,48.268088
2024-07-25,Усольский район,111.096809
2024-07-25,Усть-Удинский район,4.166918
2024-07-25,Черемховский район,62.972920
2024-07-25,Шелеховский район,59.076677
2024-07-25,Эхирит-Булагатский район,17.705777
2024-07-26,Аларский район,12.234885
2024-07-26,Ангарский ГО,197.507436
2024-07-26,Балаганский район,4.530318
2024-07-26,Баяндаевский район,11.810453
2024-07-26,Бодайбинский район,10.559372
2024-07-26,Боханский район,6.763877
2024-07-26,Жигаловский район,3.913633
2024-07-26,Заларинский район,8.042019
2024-07-26,Зиминский район,33.955705
2024-07-26,Иркутский район,208.280324
2024-07-26,Казачинско-Ленский район,11.686960
2024-07-26,Качугский район,6.762970
2024-07-26,Куйтунский район,10.017632
2024-07-26,Левый берег,362.098297
2024-07-26,МО Саянск,33.896342
2024-07-26,Нукутский район,6.908544
2024-07-26,Ольхонский район,16.275394
2024-07-26,Осинский район,14.458796
2024-07-26,Правый берег,296.967188
2024-07-26,Слюдянский район,40.557718
2024-07-26,Тулунский район,47.846810
2024-07-26,Усольский район,113.759047
2024-07-26,Усть-Удинский район,3.621882
2024-07-26,Черемховский район,64.788314
2024-07-26,Шелеховский район,64.769060
2024-07-26,Эхирит-Булагатский район,11.776395
2024-07-27,Аларский район,15.131580
2024-07-27,Ангарский ГО,115.943632
2024-07-27,Баяндаевский район,7.584785
2024-07-27,Бодайбинский район,9.743879
2024-07-27,Боханский район,6.274542
2024-07-27,Заларинский район,7.764086
2024-07-27,Зиминский район,46.322018
2024-07-27,Иркутский район,188.035157
2024-07-27,Казачинско-Ленский район,12.850344
2024-07-27,Качугский район,3.028426
2024-07-27,Куйтунский район,12.667503
2024-07-27,Левый берег,324.976677
2024-07-27,МО Саянск,22.894664
2024-07-27,Ольхонский район,21.272371
2024-07-27,Осинский район,13.158766
2024-07-27,Правый берег,250.218823
2024-07-27,Слюдянский район,33.145368
2024-07-27,Тулунский район,51.946155
2024-07-27,Усольский район,91.052197
2024-07-27,Усть-Удинский район,2.944941
2024-07-27,Черемховский район,42.445872
2024-07-27,Шелеховский район,62.713965
2024-07-27,Эхирит-Булагатский район,9.442884
2024-07-28,Аларский район,6.754530
2024-07-28,Ангарский ГО,107.310669
2024-07-28,Бодайбинский район,6.935524
2024-07-28,Боханский район,15.300819
2024-07-28,Заларинский район,9.048764
2024-07-28,Зиминский район,30.262952
2024-07-28,Иркутский район,189.310247
2024-07-28,Казачинско-Ленский район,14.910294
2024-07-28,Качугский район,5.953927
2024-07-28,Куйтунский район,16.114796
2024-07-28,Левый берег,314.040784
2024-07-28,МО Саянск,27.429719
2024-07-28,Нукутский район,3.323841
2024-07-28,Ольхонский район,19.233795
2024-07-28,Осинский район,4.513784
2024-07-28,Правый берег,238.641099
2024-07-28,Слюдянский район,29.429506
2024-07-28,Тулунский район,48.810385
2024-07-28,Усольский район,90.254423
2024-07-28,Черемховский район,30.797399
2024-07-28,Шелеховский район,64.946849
