date,district,actual_m3
2024-07-28,Эхирит-Булагатский район,10.991721
2024-07-29,Аларский район,6.015545
2024-07-29,Ангарский ГО,195.459962
2024-07-29,Балаганский район,4.352337
2024-07-29,Баяндаевский район,9.429652
2024-07-29,Бодайбинский район,10.617110
2024-07-29,Боханский район,4.933832
2024-07-29,Жигаловский район,7.073345
2024-07-29,Заларинский район,10.397098
2024-07-29,Зиминский район,35.888450
2024-07-29,Иркутский район,213.769013
2024-07-29,Казачинско-Ленский район,10.768196
2024-07-29,Качугский район,4.960939
2024-07-29,Куйтунский район,7.051769
2024-07-29,Левый берег,383.043618
2024-07-29,МО Саянск,32.994099
2024-07-29,Нукутский район,8.404367
2024-07-29,Ольхонский район,31.890829
2024-07-29,Осинский район,14.968027
2024-07-29,Правый берег,284.541130
2024-07-29,Слюдянский район,45.634504
2024-07-29,Тулунский район,57.407949
2024-07-29,Усольский район,116.770291
2024-07-29,Усть-Удинский район,3.795433
2024-07-29,Черемховский район,44.228785
2024-07-29,Шелеховский район,63.587829
2024-07-29,Эхирит-Булагатский район,13.733610
2024-07-30,Аларский район,21.964387
2024-07-30,Ангарский ГО,178.411384
2024-07-30,Балаганский район,2.844665
2024-07-30,Баяндаевский район,4.197601
2024-07-30,Бодайбинский район,10.711004
2024-07-30,Боханский район,6.344695
2024-07-30,Жигаловский район,4.501753
2024-07-30,Заларинский район,12.148998
2024-07-30,Зиминский район,46.279094
2024-07-30,Иркутский район,209.447185
2024-07-30,Казачинско-Ленский район,14.630736
2024-07-30,Качугский район,1.876851
2024-07-30,Куйтунский район,8.639675
2024-07-30,Левый берег,345.724933
2024-07-30,МО Саянск,24.046946
2024-07-30,Нукутский район,1.192888
2024-07-30,Ольхонский район,26.009832
2024-07-30,Осинский район,10.980347
2024-07-30,Правый берег,276.481722
2024-07-30,Слюдянский район,37.268768
2024-07-30,Тулунский район,52.969710
2024-07-30,Усольский район,115.814750
2024-07-30,Усть-Удинский район,4.622610
2024-07-30,Черемховский район,50.238774
2024-07-30,Шелеховский район,63.257689
2024-07-30,Эхирит-Булагатский район,17.222324
2024-07-31,Аларский район,7.976428
2024-07-31,Ангарский ГО,170.369382
2024-07-31,Балаганский район,3.407128
2024-07-31,Баяндаевский район,14.350883
2024-07-31,Бодайбинский район,10.252506
2024-07-31,Боханский район,5.120136
2024-07-31,Жигаловский район,2.683734
2024-07-31,Заларинский район,14.786255
2024-07-31,Зиминский район,36.527991
2024-07-31,Иркутский район,210.220215
2024-07-31,Казачинско-Ленский район,14.463719
2024-07-31,Качугский район,10.591713
2024-07-31,Куйтунский район,9.784720
2024-07-31,Левый берег,366.696756
2024-07-31,МО Саянск,33.840766
2024-07-31,Нукутский район,15.168370
2024-07-31,Ольхонский район,21.475750
2024-07-31,Осинский район,13.824060
2024-07-31,Правый берег,287.303740
2024-07-31,Слюдянский район,34.131411
2024-07-31,Тулунский район,47.698524
2024-07-31,Усольский район,115.219353
2024-07-31,Усть-Удинский район,3.326233
2024-07-31,Черемховский район,57.718489
2024-07-31,Шелеховский район,69.645905
2024-07-31,Эхирит-Булагатский район,16.244613
2024-08-01,Аларский район,11.112350
2024-08-01,Ангарский ГО,184.904606
2024-08-01,Балаганский район,4.574223
2024-08-01,Баяндаевский район,12.531499
2024-08-01,Бодайбинский район,10.079273
2024-08-01,Боханский район,8.260433
2024-08-01,Жигаловский район,3.814218
2024-08-01,Заларинский район,9.776204
2024-08-01,Зиминский район,37.383729
2024-08-01,Иркутский район,161.471996
2024-08-01,Казачинско-Ленский район,15.340296
2024-08-01,Качугский район,3.994247
2024-08-01,Куйтунский район,16.231124
2024-08-01,Левый берег,330.953405
2024-08-01,МО Саянск,25.956786
2024-08-01,Нукутский район,0.328770
2024-08-01,Ольхонский район,18.314002
2024-08-01,Осинский район,14.129956
2024-08-01,Правый берег,263.775428
2024-08-01,Слюдянский район,34.230746
2024-08-01,Тулунский район,58.495633
2024-08-01,Усольский район,100.153265
2024-08-01,Усть-Удинский район,6.649089
2024-08-01,Черемховский район,61.249795
2024-08-01,Шелеховский район,49.727094
2024-08-01,Эхирит-Булагатский район,22.787485
2024-08-02,Аларский район,13.742688
2024-08-02,Ангарский ГО,214.112124
2024-08-02,Баяндаевский район,11.216439
2024-08-02,Бодайбинский район,9.134008
2024-08-02,Боханский район,6.703692
2024-08-02,Жигаловский район,4.134098
2024-08-02,Заларинский район,7.951052
2024-08-02,Зиминский район,34.294278
2024-08-02,Иркутский район,215.965897
2024-08-02,Казачинско-Ленский район,13.576848
2024-08-02,Качугский район,9.676059
2024-08-02,Куйтунский район,9.410914
2024-08-02,Левый берег,350.654035
2024-08-02,МО Саянск,32.522323
2024-08-02,Нукутский район,10.526163
2024-08-02,Ольхонский район,21.699769
2024-08-02,Осинский район,16.837251
2024-08-02,Правый берег,295.980244
2024-08-02,Слюдянский район,33.090128
2024-08-02,Тулунский район,47.807025
2024-08-02,Усольский район,114.877778
2024-08-02,Усть-Удинский район,3.229238
2024-08-02,Черемховский район,58.216001
2024-08-02,Шелеховский район,71.712895
2024-08-02,Эхирит-Булагатский район,17.480998
2024-08-03,Аларский район,7.015162
2024-08-03,Ангарский ГО,109.656098
2024-08-03,Баяндаевский район,3.474457
2024-08-03,Бодайбинский район,9.754633
2024-08-03,Боханский район,4.254553
2024-08-03,Заларинский район,10.542943
2024-08-03,Зиминский район,45.967492
2024-08-03,Иркутский район,190.289396
2024-08-03,Казачинско-Ленский район,13.429787
2024-08-03,Куйтунский район,8.036402
2024-08-03,Левый берег,345.829499
2024-08-03,МО Саянск,23.481144
2024-08-03,Нукутский район,2.011394
2024-08-03,Ольхонский район,22.427454
2024-08-03,Осинский район,8.502456
2024-08-03,Правый берег,264.423669
2024-08-03,Слюдянский район,33.088758
